school_year,school_year_start,school_year_end,district,district_code,school,school_norm,school_code,school_id,panel_school_id,grad_4yr_cohort_members,grad_4yr_graduates,grad_4yr_graduation_rate,grad_4yr_graduation_rate_male,grad_4yr_graduation_rate_female,grad_4yr_graduation_rate_white,grad_4yr_graduation_rate_black,grad_4yr_graduation_rate_hispanic,grad_4yr_graduation_rate_asian,grad_4yr_graduation_rate_indian,grad_4yr_graduation_rate_multi_racial,grad_4yr_graduation_rate_pacific_islander,grad_4yr_graduation_rate_ell,grad_4yr_graduation_rate_spec_ed,grad_4yr_graduation_rate_low_ses,grad_4yr_graduation_rate_military_connected,grad_4yr_graduation_rate_homeless,grad_4yr_graduation_rate_foster_care,grad_5yr_cohort_members,grad_5yr_graduates,grad_5yr_graduation_rate,grad_5yr_graduation_rate_male,grad_5yr_graduation_rate_female,grad_5yr_graduation_rate_white,grad_5yr_graduation_rate_black,grad_5yr_graduation_rate_hispanic,grad_5yr_graduation_rate_asian,grad_5yr_graduation_rate_indian,grad_5yr_graduation_rate_multi_racial,grad_5yr_graduation_rate_pacific_islander,grad_5yr_graduation_rate_ell,grad_5yr_graduation_rate_spec_ed,grad_5yr_graduation_rate_low_ses,grad_5yr_graduation_rate_military_connected,grad_5yr_graduation_rate_homeless,grad_5yr_graduation_rate_foster_care,source_file_grad_4yr,source_sheet_grad_4yr,source_file_grad_5yr,source_sheet_grad_5yr
2023-2024,2023,2024,Mercer,51,Pikeview High School,pikeview high school,509,51509,schoolid_51509,124,113,0.9113,0.9179999999999999,0.9048,0.9068,1.0,1.0,,,1.0,,1.0,0.85,0.8421,1.0,0.7,,143,135,0.9440999999999999,0.96,0.9265000000000001,0.9429000000000001,,1.0,,,1.0,,,0.9375,0.8870999999999999,,,1.0,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Mercer,51,Princeton Senior High School,princeton senior high school,507,51507,schoolid_51507,227,194,0.8545999999999999,0.8319,0.8795999999999999,0.8718,0.6,0.6667000000000001,1.0,,0.8332999999999999,,,0.7027,0.7456,,,0.4,237,204,0.8608,0.8305,0.8908,0.8794,0.8421,0.6667000000000001,1.0,,0.6154,1.0,1.0,0.7333,0.7970999999999999,1.0,0.7619,0.625,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Mineral,53,Frankfort High School,frankfort high school,501,53501,schoolid_53501,103,102,0.9903,0.9818000000000001,1.0,0.9898,1.0,1.0,,,,,,1.0,1.0,,1.0,1.0,119,118,0.9915999999999999,0.9845999999999999,1.0,0.9914000000000001,1.0,,1.0,,1.0,,,0.9091,1.0,,1.0,,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Mineral,53,Keyser High School,keyser high school,503,53503,schoolid_53503,146,141,0.9658,0.9518000000000001,0.9841,0.9634999999999999,1.0,,,,1.0,,,0.871,0.9487000000000001,1.0,0.8889,0.875,173,170,0.9826999999999999,0.9778,0.988,0.9806,1.0,1.0,1.0,,1.0,,,0.8966,0.9589,,1.0,1.0,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Mingo,54,Mingo Central Comprehensive High School,mingo central comprehensive high school,508,54508,schoolid_54508,152,143,0.9408,0.9270999999999999,0.9643,0.9379000000000001,1.0,,,,1.0,,,0.9333,0.9192,,0.75,1.0,166,157,0.9458,0.963,0.9294,0.9490000000000001,0.8,1.0,,,1.0,,1.0,1.0,0.9439,,0.75,0.75,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Mingo,54,Tug Valley High School,tug valley high school,507,54507,schoolid_54507,77,63,0.8181999999999999,0.775,0.8649,0.8243,,1.0,,,,,1.0,0.9091,0.7679,,0.7826000000000001,0.6667000000000001,78,76,0.9743999999999999,0.9459000000000001,1.0,0.9740000000000001,,1.0,,,,,1.0,1.0,0.9565,,0.9375,1.0,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Monongalia,56,Clay-Battelle High School,clay-battelle high school,501,56501,schoolid_56501,52,50,0.9615,0.9231,1.0,0.9608,,,,,1.0,,,0.9231,0.8889,,0.875,1.0,48,47,0.9792000000000001,0.9667,1.0,0.9787,,1.0,,,,,,0.9091,0.9523999999999999,,0.8571,1.0,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Monongalia,56,Morgantown High School,morgantown high school,502,56502,schoolid_56502,476,451,0.9475,0.9384999999999999,0.9569,0.9591,0.8837,0.9167000000000001,1.0,,0.8667,,0.9412,0.7813,0.8571,,0.7631999999999999,0.6,465,446,0.9591,0.9587,0.9595999999999999,0.9578,0.9545,0.8889,1.0,,1.0,1.0,0.9091,0.878,0.9045000000000001,1.0,0.8077,0.6667000000000001,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Monongalia,56,University High School,university high school,503,56503,schoolid_56503,334,324,0.9701000000000001,0.9659,0.9747,0.9734999999999999,0.8,1.0,1.0,,0.9333,,1.0,0.8852,0.9179999999999999,1.0,0.8824,0.8,337,324,0.9614,0.9667,0.9554,0.96,1.0,1.0,1.0,1.0,0.9412,1.0,1.0,0.8254,0.8926000000000001,,0.7778,0.75,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Monroe,57,James Monroe High School,james monroe high school,503,57503,schoolid_57503,110,107,0.9727,0.9688,0.9783,0.9722,1.0,1.0,,,,,1.0,0.9286,0.9434,,1.0,,103,100,0.9709,0.9677,0.9756,0.9693999999999999,,1.0,1.0,,1.0,,,0.9286,0.9388,,0.8462000000000001,0.75,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Morgan,58,Berkeley Springs High School,berkeley springs high school,501,58501,schoolid_58501,153,149,0.9739,0.9740000000000001,0.9737,0.9722,1.0,1.0,,,1.0,,1.0,0.9706,0.9394,1.0,0.9091,0.8332999999999999,,,0.9545,0.9309999999999999,0.9851000000000001,0.9521,1.0,1.0,,,1.0,,,0.9129999999999999,0.9091,,0.6667000000000001,0.6,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Morgan,58,Paw Paw High School,paw paw high school,502,58502,schoolid_58502,12,12,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Nicholas,62,Nicholas County High School,nicholas county high school,501,62501,schoolid_62501,166,155,0.9337000000000001,0.899,0.9851000000000001,0.9312999999999999,1.0,1.0,1.0,,,,1.0,0.8621,0.8824,,0.9309999999999999,0.875,151,147,0.9734999999999999,0.9670000000000001,0.9833,0.9732999999999999,,1.0,,,,,,0.95,0.9571,,0.9375,0.7143,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Nicholas,62,Richwood High School,richwood high school,502,62502,schoolid_62502,89,87,0.9775,0.9783,0.9767,0.977,1.0,1.0,,,,,,0.9412,0.9672,,0.9167000000000001,1.0,78,75,0.9615,0.9778,0.9394,0.961,,,,,1.0,,,0.8571,0.9444,,0.9,1.0,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Ohio,64,Wheeling Park High School,wheeling park high school,501,64501,schoolid_64501,355,317,0.893,0.8876000000000001,0.8983,0.8983,0.75,0.9,1.0,1.0,0.8845999999999999,1.0,1.0,0.7,0.805,,0.65,0.4286,374,361,0.9652,0.9551999999999999,0.9769,0.9704,0.9259000000000001,1.0,1.0,1.0,0.9375,,1.0,0.8462000000000001,0.9268000000000001,,0.9,0.8,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Pendleton,66,Pendleton County Middle/High School,pendleton county middle/high school,502,66502,schoolid_66502,62,60,0.9677,0.9286,1.0,0.9672,,,,,1.0,,,0.9231,1.0,,1.0,0.6667000000000001,66,63,0.9545,0.9268000000000001,1.0,0.9508,1.0,,,,1.0,,,0.9091,0.9487000000000001,,1.0,1.0,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Pleasants,67,St. Marys High School,st. marys high school,501,67501,schoolid_67501,63,63,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,81,81,1.0,1.0,1.0,1.0,,1.0,,,,,,1.0,1.0,,1.0,1.0,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Pocahontas,69,Pocahontas County High School,pocahontas county high school,501,69501,schoolid_69501,69,58,0.8406,0.7837999999999999,0.9063,0.8636,,,,,,,,0.8571,0.8387,,1.0,0.6,60,56,0.9333,0.9333,0.9333,0.9333,,,,,,,,1.0,0.9697,,1.0,,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Preston,70,Preston High School,preston high school,507,70507,schoolid_70507,277,254,0.917,0.9104000000000001,0.9231,0.9286,0.6667000000000001,,,,1.0,,,0.8986,0.8714,1.0,0.9,0.8571,275,245,0.8909,0.8382,0.9423999999999999,0.8922,1.0,0.6667000000000001,,,1.0,,,0.7778,0.8162,,0.5556,0.8,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Putnam,72,Buffalo High School,buffalo high school,505,72505,schoolid_72505,91,89,0.978,0.9623,1.0,0.9775,,,1.0,,1.0,,,0.9545,0.95,1.0,1.0,1.0,81,80,0.9876999999999999,0.9743999999999999,1.0,0.9876999999999999,,,,,,,,0.9333,0.9667,,1.0,1.0,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Putnam,72,Hurricane High School,hurricane high school,510,72510,schoolid_72510,325,319,0.9815,0.9701000000000001,0.9937,0.9897,0.9,1.0,0.6667000000000001,1.0,0.9375,,1.0,0.9057,0.9643,,1.0,0.8889,320,315,0.9843999999999999,0.9832,0.9858,0.9865,0.9167000000000001,1.0,1.0,,1.0,,,0.9322,0.9490000000000001,1.0,0.9167000000000001,0.9,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Putnam,72,Poca High School,poca high school,515,72515,schoolid_72515,106,104,0.9811,0.9573999999999999,1.0,0.9808,1.0,,,,,,,0.9129999999999999,0.9615,,1.0,0.8,129,128,0.9922,0.9851000000000001,1.0,0.992,1.0,1.0,,1.0,,,,0.96,0.9853000000000001,,1.0,1.0,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Putnam,72,Winfield High School,winfield high school,520,72520,schoolid_72520,213,212,0.9953,1.0,0.9917,0.9948999999999999,1.0,1.0,,,1.0,1.0,1.0,1.0,0.9841,1.0,1.0,1.0,199,196,0.9849,0.9902,0.9793999999999999,0.9842,1.0,1.0,1.0,,,,1.0,0.9582999999999999,0.9412,1.0,,0.7143,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Raleigh,74,Independence High School,independence high school,502,74502,schoolid_74502,134,115,0.8582,0.8158,0.9138,0.8492000000000001,1.0,1.0,1.0,,1.0,,,0.6786,0.8332999999999999,,,,137,124,0.9051,0.8675,0.963,0.9167000000000001,,,1.0,,1.0,,,0.7391,0.8451000000000001,,1.0,,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Raleigh,74,Liberty High School,liberty high school,503,74503,schoolid_74503,107,96,0.8972,0.8421,0.96,0.8962,,,,,1.0,,,0.7895,0.85,,0.75,1.0,128,112,0.875,0.8056,0.9643,0.872,,1.0,,,1.0,,,0.8519,0.8267,,0.6667000000000001,0.7143,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Raleigh,74,Shady Spring High,shady spring high,505,74505,schoolid_74505,193,165,0.8549,0.7981,0.9213,0.8533,1.0,,1.0,,1.0,,1.0,0.8,0.7349,,,0.625,196,186,0.9490000000000001,0.9279000000000001,0.9765,0.9465,1.0,1.0,1.0,1.0,1.0,,1.0,0.75,0.8961,,0.75,0.6667000000000001,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Raleigh,74,Woodrow Wilson High School,woodrow wilson high school,506,74506,schoolid_74506,312,266,0.8526,0.7964,0.9172,0.8733,0.8491,0.5832999999999999,1.0,,0.75,,,0.7778,0.8012999999999999,,0.6,0.625,313,274,0.8754000000000001,0.8491,0.9026000000000001,0.8802,0.8551000000000001,1.0,1.0,,0.85,,1.0,0.8776,0.8453,,0.8,0.7143,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Randolph,75,Elkins High School,elkins high school,504,75504,schoolid_75504,166,154,0.9277,0.8953,0.9625,0.9346,0.8332999999999999,1.0,,,0.6667000000000001,,,0.8889,0.8778,1.0,0.8929,0.7895,215,207,0.9628,0.9645999999999999,0.9608,0.9653,0.8,1.0,1.0,,1.0,,1.0,0.8824,0.94,1.0,0.9286,0.8332999999999999,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Randolph,75,Harman Elementary/High School,harman elementary/high school,102,75102,schoolid_75102,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,0.9231,0.875,1.0,0.9231,,,,,,,,0.8,0.8889,,1.0,,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Randolph,75,Pickens Elementary/High School,pickens elementary/high school,103,75103,schoolid_75103,,,1.0,1.0,,1.0,,,,,,,,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,1.0,,,,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Randolph,75,Tygarts Valley Middle/High School,tygarts valley middle/high school,503,75503,schoolid_75503,65,61,0.9384999999999999,0.9677,0.9118,0.9508,1.0,,,,1.0,,,0.9231,0.8889,1.0,0.8889,0.8332999999999999,69,67,0.971,0.9487000000000001,1.0,0.9706,,,,,1.0,,,1.0,0.9512,,0.9167000000000001,0.6667000000000001,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Ritchie,77,Ritchie County High School,ritchie county high school,501,77501,schoolid_77501,90,83,0.9222,0.9216,0.9231,0.9213,,,1.0,,,,,0.85,0.8726999999999999,,0.8181999999999999,0.8332999999999999,100,97,0.97,0.9455,1.0,0.9691,1.0,1.0,,,,,,0.8667,0.9655,,0.9231,1.0,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Roane,79,Roane County High,roane county high,503,79503,schoolid_79503,123,112,0.9106000000000001,0.8906000000000001,0.9322,0.9145,0.6667000000000001,,,,1.0,,,0.9444,0.8793000000000001,,1.0,0.6667000000000001,116,111,0.9569,0.9355,0.9815,0.955,1.0,1.0,,,1.0,,,0.9333,0.95,,1.0,0.8,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Summers,81,6-12 Summers County Comprehensive HS,6-12 summers county comprehensive hs,503,81503,schoolid_81503,84,78,0.9286,0.9259000000000001,0.9333,0.9211,1.0,1.0,,,1.0,,,0.8571,0.8723000000000001,,0.8,1.0,97,86,0.8865999999999999,0.8478,0.9216,0.8809999999999999,1.0,1.0,,,0.875,,,0.8261,0.8332999999999999,,1.0,0.6667000000000001,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Taylor,83,Grafton High School,grafton high school,502,83502,schoolid_83502,148,136,0.9189,0.9,0.9359000000000001,0.9184,,,,,1.0,,,0.7931,0.8448,1.0,0.6667000000000001,0.625,150,139,0.9267,0.8916,0.9701000000000001,0.9267,,,,,,,,0.8695999999999999,0.8902,1.0,1.0,0.9,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Tucker,84,Tucker County High School,tucker county high school,501,84501,schoolid_84501,64,64,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,66,63,0.9545,0.9412,0.9688,0.9523999999999999,1.0,1.0,,,1.0,,,0.875,0.9063,1.0,0.9091,,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Tyler,85,Tyler Consolidated High School,tyler consolidated high school,503,85503,schoolid_85503,82,76,0.9268000000000001,0.9545,0.8946999999999999,0.9240999999999999,,,,,1.0,,,0.7692,0.85,1.0,0.6667000000000001,,95,93,0.9789,0.9804,0.9773000000000001,0.9784999999999999,,1.0,,,,,,1.0,0.9737,1.0,1.0,1.0,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Upshur,87,Buckhannon Upshur High School,buckhannon upshur high school,501,87501,schoolid_87501,320,283,0.8844,0.9013,0.8690000000000001,0.8867,1.0,0.75,,1.0,,,,0.75,0.8332999999999999,,0.7813,0.9091,290,268,0.9240999999999999,0.9054000000000001,0.9437000000000001,0.9214,1.0,1.0,,,1.0,,1.0,0.7429000000000001,0.8869,,0.9318000000000001,0.9,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,WIN Academy at BVCTC,106,WIN Academy at BVCTC,win academy at bvctc,106,106106,schoolid_106106,,,0.8332999999999999,1.0,0.8,1.0,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,,
2023-2024,2023,2024,Wayne,89,Spring Valley High School,spring valley high school,508,89508,schoolid_89508,234,210,0.8974,0.8702,0.932,0.8919,1.0,1.0,1.0,,1.0,,0.6667000000000001,0.75,0.8378,,0.9143000000000001,0.6470999999999999,224,198,0.8839,0.8548,0.92,0.8832,1.0,1.0,1.0,,0.75,,1.0,0.7436,0.8365,,0.9667,0.6667000000000001,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Wayne,89,Tolsia High School,tolsia high school,507,89507,schoolid_89507,88,81,0.9205,0.8864,0.9545,0.9195,,1.0,,,,,1.0,0.8462000000000001,0.9138,,0.9,1.0,92,88,0.9565,0.9795999999999999,0.9301999999999999,0.9565,,,,,,,1.0,0.9048,0.9661,,1.0,1.0,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Wayne,89,Wayne High School,wayne high school,506,89506,schoolid_89506,150,131,0.8733,0.8841,0.8642,0.8776,1.0,,,,,,,0.7813,0.8125,,,,144,127,0.8819,0.8714,0.8919,0.8811,1.0,,,,,,,0.963,0.8452,,1.0,0.75,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Webster,91,Webster County High School,webster county high school,501,91501,schoolid_91501,91,84,0.9231,0.902,0.95,0.9309999999999999,1.0,1.0,,,,,,0.9333,0.8814,,0.8,1.0,80,75,0.9375,0.9091,1.0,0.9351,,1.0,,,,,,0.9333,0.9194,,0.8889,,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,West Virginia Virtual Academy,105,West Virginia Virtual Academy,west virginia virtual academy,105,105105,schoolid_105105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,,
2023-2024,2023,2024,Wetzel,92,Hundred High School,hundred high school,501,92501,schoolid_92501,28,27,0.9643,1.0,0.9333,0.9643,,,,,,,,1.0,0.9473999999999999,,1.0,,20,18,0.9,0.8181999999999999,1.0,0.8946999999999999,1.0,,,,,,,0.8,0.8332999999999999,,,,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Wetzel,92,Magnolia High School,magnolia high school,502,92502,schoolid_92502,90,87,0.9667,0.9523999999999999,0.9792000000000001,0.9647,,1.0,,,,1.0,1.0,0.9412,0.963,,0.75,0.75,78,73,0.9359000000000001,0.9268000000000001,0.9459000000000001,0.9444,,1.0,,,,,1.0,0.75,0.9111,,1.0,0.75,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Wetzel,92,Paden City High School,paden city high school,503,92503,schoolid_92503,35,33,0.9429000000000001,0.9048,1.0,0.9394,,1.0,,,,,,1.0,1.0,,,1.0,37,34,0.9189,1.0,0.8636,0.9167000000000001,,,,,1.0,,,0.75,0.9,,1.0,,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Wetzel,92,Valley High School,valley high school,504,92504,schoolid_92504,44,43,0.9773000000000001,0.9582999999999999,1.0,0.9762000000000001,1.0,,,,,,,1.0,1.0,,1.0,,35,31,0.8856999999999999,0.8332999999999999,0.9412,0.8856999999999999,,,,,,,,0.8332999999999999,0.8571,,,,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Wirt,94,Wirt County High School,wirt county high school,501,94501,schoolid_94501,75,70,0.9333,0.9091,0.9523999999999999,0.9286,1.0,1.0,,,,,,0.8667,0.8936,,0.8571,0.6667000000000001,69,63,0.9129999999999999,0.9167000000000001,0.9091,0.9104000000000001,1.0,1.0,,,,,,0.7,0.8571,,0.8,,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Wood,96,Parkersburg High School,parkersburg high school,501,96501,schoolid_96501,372,339,0.9113,0.8762000000000001,0.9529000000000001,0.9137000000000001,1.0,0.9091,1.0,,0.8125,,1.0,0.8684000000000001,0.8602,,0.6957,0.8,362,324,0.895,0.8619,0.9281999999999999,0.8996999999999999,0.7143,0.8,1.0,,0.9,,,0.8571,0.8412999999999999,,0.6786,0.7222,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Wood,96,Parkersburg South High School,parkersburg south high school,502,96502,schoolid_96502,351,324,0.9231,0.9213,0.9248999999999999,0.9181999999999999,1.0,1.0,1.0,1.0,1.0,,1.0,0.8909,0.8686,,0.8,0.8,357,333,0.9328,0.9179999999999999,0.9483,0.9331,1.0,1.0,1.0,,0.8824,,1.0,0.8723000000000001,0.875,,0.9167000000000001,0.9231,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Wood,96,Williamstown High School,williamstown high school,503,96503,schoolid_96503,80,78,0.975,1.0,0.9444,0.9740000000000001,1.0,,,,1.0,,,1.0,0.9286,,,1.0,103,97,0.9417,0.9412,0.9423,0.9490000000000001,,1.0,,,1.0,,,0.8889,0.8667,,,,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Wyoming,98,Westside High School,westside high school,508,98508,schoolid_98508,123,115,0.935,0.9839,0.8852,0.9339,,,,,1.0,,,0.9259000000000001,0.9155,,1.0,1.0,149,126,0.8456,0.8514,0.84,0.8445999999999999,,1.0,,,,,,0.7895,0.7667,,0.6667000000000001,,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2023-2024,2023,2024,Wyoming,98,Wyoming County East High School,wyoming county east high school,507,98507,schoolid_98507,89,83,0.9326000000000001,0.9348000000000001,0.9301999999999999,0.9318000000000001,1.0,,,,,,,0.8462000000000001,0.8332999999999999,,1.0,1.0,111,102,0.9189,0.9661,0.8654000000000001,0.9167000000000001,1.0,1.0,,,1.0,,,0.9129999999999999,0.85,,1.0,0.6667000000000001,SY24_GraduationRates_Final.xlsx,2024 4-year Cohort,SY24_GraduationRates_Final.xlsx,2023 5-year Cohort
2024-2025,2024,2025,Barbour,2,Philip Barbour High School Complex,philip barbour high school complex,501,2501,schoolid_2501,123,110,0.8943000000000001,0.8472,0.9608,0.8966,,1.0,,1.0,1.0,1.0,1.0,0.7778,0.8438,,,,139,131,0.9423999999999999,0.9275,0.9571,0.9473999999999999,,1.0,,1.0,1.0,,,0.9118,0.9344,,,1.0,SY25_GraduationRates_Final.xlsx,2025 Cohort 4-Year,SY25_GraduationRates_Final.xlsx,2024 Cohort 5-Year
2024-2025,2024,2025,Berkeley,4,Hedgesville High School,hedgesville high school,501,4501,schoolid_4501,357,347,0.972,0.9588,0.9840000000000001,0.9779000000000001,0.9429000000000001,0.9643,0.75,,1.0,,1.0,0.9643,0.9506,1.0,0.8889,0.75,347,336,0.9682999999999999,0.9558,0.9819,0.9669,0.9355,1.0,1.0,1.0,0.963,,1.0,0.94,0.9738,1.0,1.0,,SY25_GraduationRates_Final.xlsx,2025 Cohort 4-Year,SY25_GraduationRates_Final.xlsx,2024 Cohort 5-Year
